Year,Region,AFS Name,Sum Pounds,Sum Dollars
2014,South Atlantic*,SCALLOPS,"2,161","2,177"
2014,South Atlantic*,SCALY BRITTLE STAR,"1,392","5,785"
2014,South Atlantic*,SCAMP,"203,735","816,428"
2014,South Atlantic*,SCORPIONFISHES,"2,744","4,537"
2014,South Atlantic*,SCRAWLED COWFISH,"1,800","1,719"
2014,South Atlantic*,SCRAWLED FILEFISH,35,"1,470"
2014,South Atlantic*,SCUPS OR PORGIES,"198,874","230,805"
2014,South Atlantic*,SCYLLARIDES,783,"3,236"
2014,South Atlantic*,"SEA BASS, BANK",87,165
2014,South Atlantic*,"SEA CUCUMBER, UNCLASSIFIED","1,500",750
2014,South Atlantic*,"SEA URCHINS, UNCLASSIFIED","8,485","8,638"
2014,South Atlantic*,SEAHORSE GENUS,572,"2,577"
2014,South Atlantic*,SEAROBINS,662,"1,759"
2014,South Atlantic*,"SEATROUT, SAND","12,121","6,776"
2014,South Atlantic*,"SEATROUT, SPOTTED","49,481","119,050"
2014,South Atlantic*,"SEATROUT, WEAKFISH","4,972","8,594"
2014,South Atlantic*,SERGEANT MAJOR,303,"1,848"
2014,South Atlantic*,SERPULIDAE,75,470
2014,South Atlantic*,SESSILE TUNICATES,"2,283","4,291"
2014,South Atlantic*,"SHAD, GIZZARD","3,739",899
2014,South Atlantic*,SHARK EYE,12,142
2014,South Atlantic*,"SHARK, ATLANTIC SHARPNOSE","99,881","70,000"
2014,South Atlantic*,"SHARK, BLACKNOSE","37,470","29,348"
2014,South Atlantic*,"SHARK, BLACKTIP","181,988","147,707"
2014,South Atlantic*,"SHARK, BLUE",104,188
2014,South Atlantic*,"SHARK, BONNETHEAD","12,381","8,667"
2014,South Atlantic*,"SHARK, BULL","37,652","25,322"
2014,South Atlantic*,"SHARK, FINETOOTH",71,89
2014,South Atlantic*,"SHARK, GREAT HAMMERHEAD","21,810","13,353"
2014,South Atlantic*,"SHARK, LEMON","15,609","11,778"
2014,South Atlantic*,"SHARK, OCEANIC WHITETIP",13,7
2014,South Atlantic*,"SHARK, SANDBAR","84,717","51,828"
2014,South Atlantic*,"SHARK, SCALLOPED HAMMERHEAD","22,195","14,781"
2014,South Atlantic*,"SHARK, SHORTFIN MAKO","15,844","29,881"
2014,South Atlantic*,"SHARK, SILKY",55,45
2014,South Atlantic*,"SHARK, SPINNER","9,679","7,267"
2014,South Atlantic*,"SHARK, TIGER","29,312","21,912"
2014,South Atlantic*,"SHARKS, UNCLASSIFIED","6,262","6,057"
2014,South Atlantic*,SHARKSUCKER,13,78
2014,South Atlantic*,SHARPNOSE PUFFER,899,"1,985"
2014,South Atlantic*,SHARPTAIL EEL,1,25
2014,South Atlantic*,SHEEPSHEAD,"367,722","385,918"
2014,South Atlantic*,"SHELLFISH,UNCLASSIFIED,MARINE,ORNAMENTAL","4,503","6,078"
2014,South Atlantic*,"SHRIMP, BROWN","1,491,070","4,786,839"
2014,South Atlantic*,"SHRIMP, DENDROBRANCHIATA","269,024","428,551"
2014,South Atlantic*,"SHRIMP, MARINE, OTHER","450,842","1,913,538"
2014,South Atlantic*,"SHRIMP, PINK","8,325,726","27,267,359"
2014,South Atlantic*,"SHRIMP, ROCK","1,577",330
2014,South Atlantic*,"SHRIMP, ROYAL RED","747,603","1,718,801"
2014,South Atlantic*,"SHRIMP, WHITE","3,671,729","12,402,612"
2014,South Atlantic*,SILVER SEATROUT,"9,666","10,342"
2014,South Atlantic*,SLATE PENCIL URCHIN,"13,255","11,951"
2014,South Atlantic*,SLEEPER FAMILY,201,22
2014,South Atlantic*,SLIPPERY DICK,81,119
2014,South Atlantic*,SNAILS,"264,629","29,894"
2014,South Atlantic*,SNAPPER CARIBBEAN RED,19,70
2014,South Atlantic*,"SNAPPER, BLACKFIN","9,429","26,241"
2014,South Atlantic*,"SNAPPER, CUBERA","3,061","5,519"
2014,South Atlantic*,"SNAPPER, DOG",763,"1,464"
2014,South Atlantic*,"SNAPPER, GRAY","318,690","810,546"
2014,South Atlantic*,"SNAPPER, LANE","33,261","75,886"
2014,South Atlantic*,"SNAPPER, MAHOGANY",188,388
2014,South Atlantic*,"SNAPPER, MUTTON","227,484","597,345"
2014,South Atlantic*,"SNAPPER, QUEEN","25,708","84,480"
2014,South Atlantic*,"SNAPPER, RED","2,161,263","8,382,250"
2014,South Atlantic*,"SNAPPER, SCHOOLMASTER",121,296
2014,South Atlantic*,"SNAPPER, SILK","18,652","67,238"
2014,South Atlantic*,"SNAPPER, VERMILION","1,618,869","4,588,024"
2014,South Atlantic*,"SNAPPER, YELLOWTAIL","2,043,289","6,178,475"
2014,South Atlantic*,SNAPPERS,425,"1,413"
2014,South Atlantic*,SOUTHERN PUFFER,55,364
2014,South Atlantic*,SOUTHERN QUAHOG,"43,605","281,906"
2014,South Atlantic*,SOUTHERN STARGAZER,1,20
2014,South Atlantic*,SOUTHERN STINGRAY,10,605
2014,South Atlantic*,SPANISH HOGFISH,241,"1,974"
2014,South Atlantic*,SPINY FILECLAM,485,765
2014,South Atlantic*,SPINY SEA STAR,"5,859","4,432"
2014,South Atlantic*,SPIROBRANCHUS GIGANTEUS,75,562
2014,South Atlantic*,"SPONGE, GRASS","49,197","81,764"
2014,South Atlantic*,"SPONGE, YELLOW","192,316","257,972"
2014,South Atlantic*,SPONGES,"9,170","27,209"
2014,South Atlantic*,"SPONGES, OTHER","14,198","27,485"
2014,South Atlantic*,SPOT,"44,283","26,195"
2014,South Atlantic*,SPOTFIN BUTTERFLYFISH,211,836
2014,South Atlantic*,SPOTFIN HOGFISH,"1,171","21,018"
2014,South Atlantic*,SPOTFIN JAWFISHES,79,241
2014,South Atlantic*,SPOTTED BURRFISH,37,204
2014,South Atlantic*,SPOTTED CLEANER SHRIMP,503,"1,953"
2014,South Atlantic*,SPOTTED DRUM,93,"2,528"
2014,South Atlantic*,SPOTTED GOATFISH,76,861
2014,South Atlantic*,SPOTTED MORAY,199,"1,141"
2014,South Atlantic*,SPOTTED PORCELAIN CRAB,"12,752","14,578"
2014,South Atlantic*,SPOTTED SPINY LOBSTER,56,580
2014,South Atlantic*,SPOTTED TRUNKFISH,15,230
2014,South Atlantic*,SQUIRRELFISHES,"2,298","4,606"
2014,South Atlantic*,"STAR, SERPENT BRITTLE","10,671","13,317"
2014,South Atlantic*,STAREYE HERMIT,714,157
2014,South Atlantic*,STARGAZER FAMILY,12,25
2014,South Atlantic*,"STARS, BRITTLE","2,700","3,075"
2014,South Atlantic*,"STARS, OTHER SEA","2,402","6,592"
2014,South Atlantic*,STOMOLOPHUS,"5,198,964","483,743"
2014,South Atlantic*,STOPLIGHT PARROTFISH,111,"2,489"
2014,South Atlantic*,STRIPED BURRFISH,"3,422","3,195"
2014,South Atlantic*,STRIPED PARROTFISH,122,988
2014,South Atlantic*,SUN ANEMONE,964,"1,174"
2014,South Atlantic*,SUNSHINEFISH,"1,450","2,290"
2014,South Atlantic*,SURGEONFISHES,124,491
2014,South Atlantic*,SWORDFISH,"1,012,134","4,835,992"
2014,South Atlantic*,TEGULA,"2,412","1,139"
2014,South Atlantic*,TEUTHIDA,"74,433","41,015"
2014,South Atlantic*,THINSTRIPE HERMIT,"17,292","7,752"
2014,South Atlantic*,THREADNOSE BASS,6,300
2014,South Atlantic*,THREESPOT DAMSELFISH,34,216
2014,South Atlantic*,TIGER GOBY,147,147
2014,South Atlantic*,TILAPIAS,"217,155","146,352"
2014,South Atlantic*,"TILEFISH, BLACKLINE",548,730
2014,South Atlantic*,"TILEFISH, BLUELINE","100,726","135,592"
2014,South Atlantic*,"TILEFISH, GOLDEN","876,960","2,443,776"
2014,South Atlantic*,"TILEFISH, SAND",323,684
2014,South Atlantic*,TOADFISHES,496,621
2014,South Atlantic*,TOBACCOFISH,127,685
2014,South Atlantic*,TRICOLOR HERMIT,"2,531,585","286,696"
2014,South Atlantic*,"TRIGGERFISH, GRAY","19,993","38,573"
2014,South Atlantic*,"TRIGGERFISH, OCEAN","2,705","3,911"
2014,South Atlantic*,"TRIGGERFISH, QUEEN",530,"2,484"
2014,South Atlantic*,TRIPLETAIL,"22,499","83,640"
2014,South Atlantic*,TROCHIDAE,"142,806","37,031"
2014,South Atlantic*,TRUE CRABS,"64,227","27,913"
2014,South Atlantic*,TRUE TULIP,61,168
2014,South Atlantic*,TRUMPETFISH,27,266
2014,South Atlantic*,"TUNA, ALBACORE","180,274","289,690"
2014,South Atlantic*,"TUNA, BIGEYE","320,925","1,117,531"
2014,South Atlantic*,"TUNA, BLACKFIN","30,950","42,396"
2014,South Atlantic*,"TUNA, BLUEFIN","64,340","328,533"
2014,South Atlantic*,"TUNA, LITTLE TUNNY","289,611","129,429"
2014,South Atlantic*,"TUNA, SKIPJACK",367,534
2014,South Atlantic*,"TUNA, YELLOWFIN","822,152","2,805,069"
2014,South Atlantic*,TUNAS,69,165
2014,South Atlantic*,TURBINIDAE,"2,097,627","270,920"
2014,South Atlantic*,TWOSPOT CARDINALFISH,97,403
2014,South Atlantic*,UCA,"575,714","28,319"
2014,South Atlantic*,ULOTRICHALES,"2,966","42,057"
2014,South Atlantic*,UNIDENTIFIED (SHARKS),"15,065","52,083"
2014,South Atlantic*,WAHOO,"61,082","165,152"
2014,South Atlantic*,WENCHMAN,"20,733","9,377"
2014,South Atlantic*,"WHELK, LIGHTNING","4,219","4,602"
2014,South Atlantic*,WHITESPOTTED FILEFISH,182,"1,235"
2014,South Atlantic*,WITHHELD FOR CONFIDENTIALITY,NA,NA
2014,South Atlantic*,WRASSE BASS,11,360
2014,South Atlantic*,WRASSE BLENNY,3,15
2014,South Atlantic*,WRASSE FAMILY,614,"2,340"
2014,South Atlantic*,WRECKFISH,"81,412","284,469"
2014,South Atlantic*,XYRICHTYS,90,484
2014,South Atlantic*,YELLOW GOATFISH,119,"2,735"
2014,South Atlantic*,YELLOW JACK,"94,085","71,826"
2014,South Atlantic*,YELLOW STINGRAY,267,"3,246"
2014,South Atlantic*,YELLOWHEAD JAWFISH,"6,526","24,561"
2014,South Atlantic*,YELLOWHEAD WRASSE,314,745
2014,South Atlantic*,YELLOWLINE ARROW CRAB,"11,646","10,970"
2014,South Atlantic*,YELLOWTAIL DAMSELFISH,464,"1,841"
2014,South Atlantic*,YELLOWTAIL REEFFISH,5,19
2013,Gulf*,ACTINIIDAE,"29,887","28,583"
2013,Gulf*,ALLIGATOR GAR,"459,654","385,097"
2013,Gulf*,ALPHEUS,"1,837","2,387"
2013,Gulf*,AMBERJACK,NA,NA
2013,Gulf*,"AMBERJACK, GREATER","1,177,066","1,558,167"
2013,Gulf*,"AMBERJACK, LESSER","22,169","30,026"
2013,Gulf*,AMPHINOMIDAE,15,120
2013,Gulf*,ANCHOVIES,"5,936","3,361"
2013,Gulf*,"ANEMONE, GIANT CARIBBEAN",19,230
2013,Gulf*,ANGELWING,18,72
2013,Gulf*,APLYSIIDAE,914,"2,345"
2013,Gulf*,ATLANTIC BUMPER,"99,842","48,936"
2013,Gulf*,ATLANTIC DEER COWRIE,395,805
2013,Gulf*,ATLANTIC MENHADEN,"490,212","133,310"
2013,Gulf*,ATLANTIC PYGMY OCTOPUS,202,"1,145"
2013,Gulf*,ATLANTIC SPADEFISH,"10,188","22,555"
2013,Gulf*,ATLANTIC THORNY OYSTER,373,"1,923"
2013,Gulf*,BALLONFISH,189,"1,269"
2013,Gulf*,BALLYHOO,"1,564","9,200"
2013,Gulf*,BANDED BLENNY,34,68
2013,Gulf*,BANDED BUTTERFLYFISH,198,"1,041"
2013,Gulf*,BANDED CORAL SHRIMP,"4,568","10,356"
2013,Gulf*,BANDED GUITARFISH,5,42
2013,Gulf*,BANK BUTTERFLYFISH,2,600
2013,Gulf*,BAR JACK,"44,829","44,376"
2013,Gulf*,BARRACUDAS,"2,368","2,525"
2013,Gulf*,BARRED BLENNY,2,6
2013,Gulf*,BARRELFISH,"26,121","66,481"
2013,Gulf*,BASKET STAR,735,"1,905"
2013,Gulf*,"BASS, BLACK SEA","585,377","643,390"
2013,Gulf*,"BASS, LONGTAIL",403,468
2013,Gulf*,"BASS, ROCK SEA","56,793","73,172"
2013,Gulf*,"BASSES, MIXED SEA","15,808","19,146"
2013,Gulf*,BEAUGREGORY,241,744
2013,Gulf*,BELTED SANDFISH,22,117
2013,Gulf*,BICOLOR DAMSELFISH,165,455
2013,Gulf*,BIGEYE,NA,NA
2013,Gulf*,BIGEYE FAMILY,"2,406","4,218"
2013,Gulf*,BIGHEAD CARP,"367,121","38,179"
2013,Gulf*,BIGSCALE POMFRET,70,122
2013,Gulf*,"BISCUIT, INFLATED SEA","19,416","6,821"
2013,Gulf*,"BISCUITS, SEA",99,"1,121"
2013,Gulf*,BLACK BRITTLE STAR,"9,854","9,812"
2013,Gulf*,BLACK BROTULA,1,10
2013,Gulf*,BLACK DRIFTFISH,NA,NA
2013,Gulf*,BLACK DURGON,3,150
2013,Gulf*,BLACK MARGATE,9,900
2013,Gulf*,BLACKBAR SOLDIERFISH,36,658
2013,Gulf*,BLACKEAR WRASSE,2,4
2013,Gulf*,BLACKEDGE MORAY,51,115
2013,Gulf*,BLUE ANGELFISH,"6,126","98,600"
2013,Gulf*,BLUE CHROMIS,"7,653","18,515"
2013,Gulf*,BLUE PARROTFISH,41,424
2013,Gulf*,BLUE TANG,"6,271","32,849"
2013,Gulf*,BLUEFISH,"402,922","177,496"
2013,Gulf*,BLUEHEAD,"3,761","10,363"
2013,Gulf*,BLUNTNOSE JACK,"6,513","4,995"
2013,Gulf*,BONEFISH,"118,676","161,436"
2013,Gulf*,"BONITO, ATLANTIC",NA,NA
2013,Gulf*,BOWFIN,"494,398","333,770"
2013,Gulf*,BOX CRABS,14,55
2013,Gulf*,BOXFISH GENUS,147,208
2013,Gulf*,BOXFISHES,668,538
2013,Gulf*,"BROTULA, BEARDED",NA,NA
2013,Gulf*,BROWN CHROMIS,56,318
2013,Gulf*,BRUISED NASSA,"174,863","40,050"
2013,Gulf*,BRYOPSIDALES,"10,113","14,229"
2013,Gulf*,BRYOZOANS,284,"2,775"
2013,Gulf*,BUFFALOFISHES,"2,735,699","586,912"
2013,Gulf*,BULLHEADS,"6,483","1,180"
2013,Gulf*,BUTTER HAMLET,697,"3,174"
2013,Gulf*,BUTTERFISH,"161,888","69,640"
2013,Gulf*,"BUTTERFISH, UNCLASSIFIED",NA,NA
2013,Gulf*,CARDINALFISH FAMILY,559,939
2013,Gulf*,CARIBBEAN REEF OCTOPUS,173,878
2013,Gulf*,"CARP, COMMON","137,597","15,312"
2013,Gulf*,"CARP, GRASS","133,019","25,869"
2013,Gulf*,CARPS AND MINNOWS,"39,468","180,128"
2013,Gulf*,"CATFISH, BLUE","3,265,738","1,598,030"
2013,Gulf*,"CATFISH, CHANNEL","1,089,419","992,372"
2013,Gulf*,"CATFISH, FLATHEAD","224,366","124,859"
2013,Gulf*,"CATFISHES, SEA","41,562","22,553"
2013,Gulf*,CATFISHES-BULLHEADS,407,185
2013,Gulf*,CAULERPACEAE,"2,142","16,514"
2013,Gulf*,CHALK BASS,55,241
2013,Gulf*,CHAMIDAE,122,240
2013,Gulf*,CHERUBFISH,687,"3,132"
2013,Gulf*,CHESTNUT TURBAN,"61,678","13,181"
2013,Gulf*,CLAMS OR BIVALVES,800,"7,902"
2013,Gulf*,CLEANER SHRIMP,42,416
2013,Gulf*,CLINGFISH FAMILY,196,279
2013,Gulf*,CLOWN WRASSE,267,"1,159"
2013,Gulf*,COBIA,"153,750","518,441"
2013,Gulf*,COCOA DAMSELFISH,8,14
2013,Gulf*,COD FAMILY,NA,NA
2013,Gulf*,COMBTOOTH BLENNY FAMILY,837,"2,759"
2013,Gulf*,COMMON MUSK TURTLE,NA,NA
2013,Gulf*,COMMON OCTOPUS,305,"3,928"
2013,Gulf*,CONEY,117,567
2013,Gulf*,CONUS,11,39
2013,Gulf*,CORALLIMORPHARIA,"2,433","4,293"
2013,Gulf*,CORALLINACEAE,144,522
2013,Gulf*,CORALS,"24,511","85,516"
2013,Gulf*,"COWRIE, ATLANTIC GRAY",132,175
2013,Gulf*,"CRAB, BLUE","49,610,135","66,262,362"
2013,Gulf*,"CRAB, DEEPSEA GOLDEN","926,256","2,332,117"
2013,Gulf*,"CRAB, FLORIDA STONE CLAWS","1,068","3,481"
2013,Gulf*,"CRAB, HORSESHOE","33,240","43,175"
2013,Gulf*,CRABS,"10,144","14,381"
2013,Gulf*,CREOLE WRASSE,255,"1,034"
2013,Gulf*,CRIMSON ROVER,NA,NA
2013,Gulf*,"CROAKER, ATLANTIC","220,988","962,541"
2013,Gulf*,CROWN CONCH,"1,649","3,017"
2013,Gulf*,CRUSTACEANS,"5,148","7,396"
2013,Gulf*,"CUCUMBERS, OTHER SEA","3,091","6,002"
2013,Gulf*,CUSK,NA,NA
2013,Gulf*,CUSK-EELS,"5,775","4,448"
2013,Gulf*,"CUTLASSFISH, ATLANTIC","17,698","21,700"
2013,Gulf*,CUTLASSFISHES,"91,336","164,504"
2013,Gulf*,DAMSELFISH FAMILY,66,144
2013,Gulf*,DEEPWATER CORAL,"2,560","7,094"
2013,Gulf*,DEEPWATER SQUIRRELFISH,5,70
2013,Gulf*,DISCOSOMA,"3,124","14,450"
2013,Gulf*,DOCTORFISH,174,762
2013,Gulf*,"DOLLAR, NOTCHED SAND",12,177
2013,Gulf*,"DOLLARS, OTHER SAND","441,292","64,391"
2013,Gulf*,"DOLLARS, SIX-HOLED KEYHOLE SAND",18,122
2013,Gulf*,DOLPHINFISH,"414,329","954,687"
2013,Gulf*,DRAGONETS,1,3
2013,Gulf*,"DRUM, BLACK","5,697,282","5,149,547"
2013,Gulf*,"DRUM, FRESHWATER","493,968","82,622"
2013,Gulf*,"DRUM, RED","36,516","74,510"
2013,Gulf*,DRUMS,"6,345","1,956"
2013,Gulf*,DUSKY DAMSELFISH,1,1
2013,Gulf*,DUSKY JAWFISH,228,531
2013,Gulf*,DWARF SEAHORSE,"26,979","47,369"
2013,Gulf*,EASTERN MUDSNAIL,95,19
2013,Gulf*,"EEL, AMERICAN",NA,NA
2013,Gulf*,"EEL, MORAYS",194,"1,560"
2013,Gulf*,EELS,424,507
2013,Gulf*,"EELS, CONGER",56,"4,720"
2013,Gulf*,"EELS, SNAKE",122,129
2013,Gulf*,FALSE ARROW CRAB,"2,047","2,183"
2013,Gulf*,FEATHER STARS,9,5
2013,Gulf*,FILEFISH,235,660
2013,Gulf*,"FILEFISH, PYGMY",184,175
2013,Gulf*,FINFISH,"1,109,049","1,166,596"
2013,Gulf*,FLAMEFISH,"1,868","4,009"
2013,Gulf*,FLAMINGO TONGUE,137,163
2013,Gulf*,FLATFISH,"43,853","103,559"
2013,Gulf*,FLORIDA BLENNY,271,645
2013,Gulf*,FLORIDA CORALLIMORPHARIAN,"73,728","243,846"
2013,Gulf*,FLORIDA FIGHTING CONCH,"5,365","7,552"
2013,Gulf*,FLORIDA REGAL DORIS,"1,416","3,152"
2013,Gulf*,FLORIDA SEA CUCUMBER,"62,181","43,115"
2013,Gulf*,FLORIDA SNAIL CERITHIDEA,"406,640","68,981"
2013,Gulf*,"FLOUNDER, SOUTHERN","156,208","450,825"
2013,Gulf*,"FLOUNDER, SUMMER","6,468","20,466"
2013,Gulf*,FLOUNDERS,"136,766","320,914"
2013,Gulf*,FLYINGFISHES,689,569
2013,Gulf*,FOUREYE BUTTERFLYFISH,"1,536","5,457"
2013,Gulf*,FRENCH ANGELFISH,"1,718","30,310"
2013,Gulf*,FROGS,"3,060","8,154"
2013,Gulf*,FURCATE SPIDER CRAB,"4,897","3,285"
2013,Gulf*,GAFFTOPSAIL CATFISH,"5,069","3,500"
2013,Gulf*,GAG,"801,175","3,330,930"
2013,Gulf*,GARS,"154,999","177,818"
2013,Gulf*,GIANT HERMIT,471,674
2013,Gulf*,GLASS BLENNY,43,220
2013,Gulf*,GLASSEYE SNAPPER,33,407
2013,Gulf*,GLASSY SWEEPER,15,40
2013,Gulf*,GOATFISHES,"42,524","15,324"
2013,Gulf*,GOBY FAMILY,"1,143","2,758"
2013,Gulf*,GOLDEN CORAL SHRIMP,192,843
2013,Gulf*,GOLDENTAIL MORAY,56,690
2013,Gulf*,GOLDSPOTTED EEL,2,34
2013,Gulf*,GRAY ANGELFISH,"3,080","38,409"
2013,Gulf*,GRAYSBY,263,"1,204"
2013,Gulf*,GREAT BARRACUDA,"68,166","70,003"
2013,Gulf*,GREEN CLINGING CRAB,"382,123","262,090"
2013,Gulf*,GREEN MORAY,58,"4,285"
2013,Gulf*,GREEN SEA MAT,"31,493","19,722"
2013,Gulf*,GREEN SEA URCHIN,"37,992","75,547"
2013,Gulf*,GROOVED-BLADE SEA WHIP,"10,120","44,848"
2013,Gulf*,"GROUPER, BLACK","119,968","457,671"
2013,Gulf*,"GROUPER, MARBLED",NA,NA
2013,Gulf*,"GROUPER, MISTY",NA,NA
2013,Gulf*,"GROUPER, RED","5,490,956","16,467,574"
2013,Gulf*,"GROUPER, SNOWY","186,425","619,275"
2013,Gulf*,"GROUPER, TIGER",6,18
2013,Gulf*,"GROUPER, WARSAW","120,508","357,914"
2013,Gulf*,"GROUPER, YELLOWEDGE","795,862","3,063,553"
2013,Gulf*,"GROUPER, YELLOWFIN",432,"1,566"
2013,Gulf*,"GROUPER, YELLOWMOUTH",174,614
2013,Gulf*,GROUPERS,"7,081","21,077"
2013,Gulf*,"GRUNT, COTTONWICK",89,"1,623"
2013,Gulf*,"GRUNT, FRENCH",844,"7,116"
2013,Gulf*,"GRUNT, TOMTATE",4,14
2013,Gulf*,GRUNTS,"631,294","639,028"
2013,Gulf*,GULF BUTTERFISH,"280,851","115,327"
2013,Gulf*,GULF FLOUNDER,"63,465","168,962"
2013,Gulf*,GULF KINGFISH,975,"1,123"
2013,Gulf*,GYMNACHIRUS,40,86
2013,Gulf*,HAIRY BLENNY,23,33
2013,Gulf*,"HAKES, RED AND WHITE","2,768","3,173"
2013,Gulf*,HALICLONA COMPRESSA,"6,010","17,210"
2013,Gulf*,HALIEUTICHTHYS,624,"1,032"
2013,Gulf*,HALIMEDA,"6,654","6,566"
2013,Gulf*,HARDHEAD CATFISH,NA,NA
2013,Gulf*,HARLEQUIN BASS,495,"1,806"
2013,Gulf*,HARVESTFISH,"6,306","2,630"
2013,Gulf*,HAWKWING CONCH,75,146
2013,Gulf*,HEMIRAMPHUS,"970,874","693,970"
2013,Gulf*,"HERRING, ATLANTIC THREAD","1,642,600","286,521"
2013,Gulf*,"HERRING, ROUND","4,775","1,051"
2013,Gulf*,HERRINGS,"1,074,765","313,905"
2013,Gulf*,HIGH-HAT,"2,809","6,936"
2013,Gulf*,"HIND, RED","1,512","4,137"
2013,Gulf*,"HIND, ROCK",919,"2,761"
2013,Gulf*,"HIND, SPECKLED","42,777","128,335"
2013,Gulf*,HIPPOSPONGIA,"100,703","245,593"
2013,Gulf*,HOGFISH,"40,320","161,140"
2013,Gulf*,HONEYCOMB COWFISH,"2,174","2,163"
2013,Gulf*,HORSE CONCH,97,488
2013,Gulf*,HYDRALIKE ANIMALS,12,216
2013,Gulf*,INSHORE LIZARDFISH,21,280
2013,Gulf*,IRISH POMPANO,"38,610","57,338"
2013,Gulf*,"JACK, ALMACO","98,154","110,295"
2013,Gulf*,"JACK, BAR","47,326","60,867"
2013,Gulf*,"JACK, CREVALLE","591,961","473,958"
2013,Gulf*,"JACK, HORSE-EYE",647,471
2013,Gulf*,JACKKNIFE-FISH,"1,028","6,542"
2013,Gulf*,JACKS,"95,293","72,445"
2013,Gulf*,JAMAICAN CASSIOPEA,"3,311","4,759"
2013,Gulf*,JAWFISH FAMILY,64,"1,407"
2013,Gulf*,JELLYFISH,123,"2,379"
2013,Gulf*,KEY BROTULA,9,45
2013,Gulf*,KEYHOLE SAND DOLLAR,"929,852","2,009,672"
2013,Gulf*,KILLIFISH FAMILY,"1,928","37,484"
2013,Gulf*,KINGFISHES,"276,792","352,931"
2013,Gulf*,KYPHOSUS SECTATOR,10,25
2013,Gulf*,LADYFISH,"1,460,139","1,101,590"
2013,Gulf*,LAND HERMIT CRABS,"34,715","9,679"
2013,Gulf*,LANTERN BASS,100,418
2013,Gulf*,LEATHERJACK,NA,NA
2013,Gulf*,LEATHERJACKETS,"156,294","288,506"
2013,Gulf*,LETTUCE SLUG,"14,814","10,681"
2013,Gulf*,LIBINIA,12,168
2013,Gulf*,LINED SEAHORSE,"8,847","21,294"
2013,Gulf*,"LIONFISH, RED","11,650","49,686"
2013,Gulf*,LIONFISHES,"3,741","18,726"
2013,Gulf*,LIONS-PAW SCALLOP,12,226
2013,Gulf*,LIZARDFISH FAMILY,493,75
2013,Gulf*,"LOBSTER, CARIBBEAN SPINY","6,130,775","50,557,709"
2013,Gulf*,"LOBSTER, SLIPPER",589,"1,141"
2013,Gulf*,LONGFIN DAMSELFISH,3,5
2013,Gulf*,LONGNOSE GAR,"10,067","4,981"
2013,Gulf*,LONGSNOUT BUTTERFLYFISH,53,855
2013,Gulf*,LOOKDOWN,"7,015","50,868"
2013,Gulf*,LOXORHYNCHUS,"20,087","15,188"
2013,Gulf*,MACKEREL (SCOMBER),"2,706","1,785"
2013,Gulf*,"MACKEREL SHARKS, UNCLASSIFIED","4,862","22,202"
2013,Gulf*,"MACKEREL, ATLANTIC","46,049","11,583"
2013,Gulf*,"MACKEREL, CERO","8,690","14,143"
2013,Gulf*,"MACKEREL, KING","3,959,517","8,900,147"
2013,Gulf*,"MACKEREL, SPANISH","3,619,484","4,032,549"
2013,Gulf*,MAJOIDEA,15,61
2013,Gulf*,MANGROVE GAMBUSIA,"1,700",170
2013,Gulf*,MANTIS SHRIMP,"2,829","11,278"
2013,Gulf*,MANTIS SHRIMPS,282,855
2013,Gulf*,MARBLED BLENNY,47,66
2013,Gulf*,MARGINELLIDAE,"1,903","1,470"
2013,Gulf*,MARINE WORM,366,"3,586"
2013,Gulf*,MEASLED COWRIE,373,844
2013,Gulf*,MELAMPUS,500,50
2013,Gulf*,MENHADEN,"1,097,291,012","95,293,833"
2013,Gulf*,MENIPPE,"2,007,397","25,889,273"
2013,Gulf*,MESOGASTROPODA,293,170
2013,Gulf*,MIDNIGHT PARROTFISH,15,348
2013,Gulf*,MILK CONCH,66,165
2013,Gulf*,MITHRACULUS,304,444
2013,Gulf*,MITHRACULUS RUBER,990,"1,330"
2013,Gulf*,MITHRAX,"6,342","2,129"
2013,Gulf*,MOJARRAS,"286,000","365,179"
2013,Gulf*,"MOONFISH, ATLANTIC","39,071","30,951"
2013,Gulf*,"MULLET, STRIPED (LIZA)","15,056,829","14,485,185"
2013,Gulf*,"MULLET, WHITE","244,263","147,030"
2013,Gulf*,MULLETS,"85,280","216,589"
2013,Gulf*,MURICIDAE,"11,119","16,211"
2013,Gulf*,NAKED GOBY,49,263
2013,Gulf*,NASSARIUS,"251,618","35,450"
2013,Gulf*,NEON GOBY,"9,425","24,060"
2013,Gulf*,NERITIDAE,"232,149","55,558"
2013,Gulf*,NIMBLE SPRAY CRAB,"5,110","9,485"
2013,Gulf*,NORTH AMERICAN SOFTSHELL TURTLES,583,946
2013,Gulf*,NUDIBRANCHS,"6,619","7,234"
2013,Gulf*,OCEAN SURGEON,"1,549","9,914"
2013,Gulf*,OCELLATED FROGFISH,2,15
2013,Gulf*,OCTOPUS,"75,093","119,098"
2013,Gulf*,OILFISH,"17,814","18,062"
2013,Gulf*,OLIVIDAE,"5,093","4,253"
2013,Gulf*,OPAH,724,"1,832"
2013,Gulf*,OPHIDIIFORMS,16,4
2013,Gulf*,ORANGECLAW HERMIT,"33,948","4,962"
2013,Gulf*,ORANGESPOTTED FILEFISH,25,122
2013,Gulf*,"OYSTER, EASTERN","19,580,346","75,768,965"
2013,Gulf*,PAGURISTES ERYTHROPS,"1,651",600
