predator,prey name,ja.avail.ratio,index,name,predator name,predator type,prey type,availability,mean_av,min_av,max_av
DOL,white marlin,0,227,pPREY1DOL2,dolphins and porpoises,adult,juvenile,0,0.009733429139218158,0,0.4
DOL,white marlin,0,228,pPREY2DOL2,dolphins and porpoises,adult,adult,1.29600025156051e-10,0.009733429139218158,0,0.4
DDO,white marlin,0,231,pPREY1DDO2,deep diving odontocetae,adult,juvenile,0,0.0037324546547922374,0,0.4
DDO,white marlin,0,232,pPREY2DDO2,deep diving odontocetae,adult,adult,0,0.0037324546547922374,0,0.4
LOG,white marlin,0,235,pPREY1LOG2,loggerhead,adult,juvenile,0,0.003658857819202318,0,0.300000011920929
LOG,white marlin,0,236,pPREY2LOG2,loggerhead,adult,adult,0,0.003658857819202318,0,0.300000011920929
KMP,white marlin,0,239,pPREY1KMP2,kemps ridley,adult,juvenile,0,5.953013685133881e-4,0,0.0566999986767769
KMP,white marlin,0,240,pPREY2KMP2,kemps ridley,adult,adult,0,5.953013685133881e-4,0,0.0566999986767769
TUR,white marlin,0,243,pPREY1TUR2,other turtles,adult,juvenile,0,4.411527851192898e-4,0,0.0599999986588955
TUR,white marlin,0,244,pPREY2TUR2,other turtles,adult,adult,0,4.411527851192898e-4,0,0.0599999986588955
BCR,white marlin,NA,245,pPREYBCR,blue crab,adult,adult,0,0.002295565226320898,0,0.150000005960464
SCR,white marlin,NA,246,pPREYSCR,stone crab,adult,adult,0,0.0020881184135301393,0,0.150000005960464
LOB,white marlin,NA,247,pPREYLOB,crabs and lobsters,adult,adult,0,0.001657533214045498,0,0.0999249964952469
SPG,white marlin,NA,248,pPREYSPG,sponges,adult,adult,0,9.08520298829489e-4,0,0.0399999991059303
CMB,white marlin,NA,249,pPREYCMB,carnivorous macrobenthos,adult,adult,0,0.004676787743242909,0,0.200000002980232
INF,white marlin,NA,250,pPREYINF,infaunal meiobenthos,adult,adult,0,0.002579532363291959,0,0.0799999982118607
ECH,white marlin,NA,251,pPREYECH,herbivorous echinoderms,adult,adult,0,0.0010627659779674909,0,0.0998999997973442
OYS,white marlin,NA,252,pPREYOYS,oysters,adult,adult,0,0.006436383033012147,0,0.200000002980232
BIV,white marlin,NA,253,pPREYBIV,bivalves,adult,adult,0,0.0012937297582347942,0,0.0799999982118607
SES,white marlin,NA,254,pPREYSES,sessile filter feeders,adult,adult,0,0.005372553229925808,0,0.200000002980232
DIN,white marlin,NA,255,pPREYDIN,toxic dinoflagellates,adult,adult,0,2.3829788180127554e-5,0,0.0020000000949949
PRO,white marlin,NA,256,pPREYPRO,protists,adult,adult,0,0.002010751643604801,0,0.0900000035762787
JEL,white marlin,NA,257,pPREYJEL,jellyfish,adult,adult,0,1.387437564816487e-4,0,0.00999999977648258
SQU,white marlin,NA,258,pPREYSQU,squid,adult,adult,0,1.4590045021794465e-4,0,0.00999999977648258
LZP,white marlin,NA,259,pPREYLZP,large zooplankton,adult,adult,0,9.74596101817648e-4,0,0.0900000035762787
SZP,white marlin,NA,260,pPREYSZP,small zooplankton,adult,adult,0,9.896772721736259e-4,0,0.0900000035762787
PB,white marlin,NA,261,pPREYPB,bacteria,adult,adult,0,0.0011399952344117704,0,0.0999950021505356
BB,white marlin,NA,262,pPREYBB,sediment bacteria,adult,adult,0,0.0012020803408378559,0,0.0999950021505356
GAG,blue marlin,0,3,pPREY1GAG2,gag grouper,adult,juvenile,0,0.012548732114075735,0,0.4
GAG,blue marlin,0,4,pPREY2GAG2,gag grouper,adult,adult,0,0.012548732114075735,0,0.4
RGR,blue marlin,0,7,pPREY1RGR2,red grouper,adult,juvenile,0,0.020951561032141512,0,0.4
RGR,blue marlin,0,8,pPREY2RGR2,red grouper,adult,adult,0,0.020951561032141512,0,0.4
SCM,blue marlin,0,11,pPREY1SCM2,scamp,adult,juvenile,0,0.02494856582037302,0,0.4
SCM,blue marlin,0,12,pPREY2SCM2,scamp,adult,adult,0,0.02494856582037302,0,0.4
SSR,blue marlin,78.62400181898948,15,pPREY1SSR2,shallow serranidae,adult,juvenile,1.69827835634351e-4,0.006225914857619887,0,0.277136623859406
SSR,blue marlin,78.62400181898948,16,pPREY2SSR2,shallow serranidae,adult,adult,2.15999989450211e-6,0.006225914857619887,0,0.277136623859406
DSR,blue marlin,0,19,pPREY1DSR2,deep serranidae,adult,juvenile,0,0.02321533464012054,0,0.4
DSR,blue marlin,0,20,pPREY2DSR2,deep serranidae,adult,adult,0,0.02321533464012054,0,0.4
RSN,blue marlin,0,23,pPREY1RSN2,red snapper,adult,juvenile,0,0.00973902701397473,0,0.4
RSN,blue marlin,0,24,pPREY2RSN2,red snapper,adult,adult,0,0.00973902701397473,0,0.4
VSN,blue marlin,0,27,pPREY1VSN2,vermilion snapper,adult,juvenile,0,0.008080765895336316,0,0.318937480449677
VSN,blue marlin,0,28,pPREY2VSN2,vermilion snapper,adult,adult,0,0.008080765895336316,0,0.318937480449677
LUT,blue marlin,0,31,pPREY1LUT2,lutjanidae,adult,juvenile,0,0.00893843303524281,0,0.4
LUT,blue marlin,0,32,pPREY2LUT2,lutjanidae,adult,adult,0,0.00893843303524281,0,0.4
BIO,blue marlin,0,35,pPREY1BIO2,bioeroding fish,adult,juvenile,0,0.001325245355329917,0,0.0839999988675117
BIO,blue marlin,0,36,pPREY2BIO2,bioeroding fish,adult,adult,0,0.001325245355329917,0,0.0839999988675117
LRF,blue marlin,0,39,pPREY1LRF2,large reef fish,adult,juvenile,0,0.005350835054222534,0,0.4
LRF,blue marlin,0,40,pPREY2LRF2,large reef fish,adult,adult,0,0.005350835054222534,0,0.4
SRF,blue marlin,0,43,pPREY1SRF2,small reef fish,adult,juvenile,0,0.010959125060162622,0,0.4
SRF,blue marlin,0,44,pPREY2SRF2,small reef fish,adult,adult,0,0.010959125060162622,0,0.4
BDR,blue marlin,0,47,pPREY1BDR2,black drum,adult,juvenile,0,0.005177249600295398,0,0.4
BDR,blue marlin,0,48,pPREY2BDR2,black drum,adult,adult,0,0.005177249600295398,0,0.4
RDR,blue marlin,0,51,pPREY1RDR2,red drum,adult,juvenile,0,0.0172068160219246,0,0.4
RDR,blue marlin,0,52,pPREY2RDR2,red drum,adult,adult,0,0.0172068160219246,0,0.4
SEA,blue marlin,0,55,pPREY1SEA2,seatrout,adult,juvenile,0,0.006731622274894689,0,0.4
SEA,blue marlin,0,56,pPREY2SEA2,seatrout,adult,adult,0,0.006731622274894689,0,0.4
SCI,blue marlin,0,59,pPREY1SCI2,sciaenidae,adult,juvenile,0,0.002335373208255513,0,0.151779532432556
SCI,blue marlin,0,60,pPREY2SCI2,sciaenidae,adult,adult,0,0.002335373208255513,0,0.151779532432556
LDY,blue marlin,0,63,pPREY1LDY2,ladyfish,adult,juvenile,0,0.0040466363210868595,0,0.4
LDY,blue marlin,0,64,pPREY2LDY2,ladyfish,adult,adult,0,0.0040466363210868595,0,0.4
MUL,blue marlin,0,67,pPREY1MUL2,mullets,adult,juvenile,0,7.996890624515312e-4,0,0.0461493879556656
MUL,blue marlin,0,68,pPREY2MUL2,mullets,adult,adult,0,7.996890624515312e-4,0,0.0461493879556656
POM,blue marlin,0,71,pPREY1POM2,pompano,adult,juvenile,0,0.0010691412281520572,0,0.0464877001941204
POM,blue marlin,0,72,pPREY2POM2,pompano,adult,adult,0,0.0010691412281520572,0,0.0464877001941204
SHP,blue marlin,0,75,pPREY1SHP2,sheepshead,adult,juvenile,0,0.0018429323240923589,0,0.280000001192093
SHP,blue marlin,0,76,pPREY2SHP2,sheepshead,adult,adult,0,0.0018429323240923589,0,0.280000001192093
SNK,blue marlin,0,79,pPREY1SNK2,snook,adult,juvenile,0,0.007367061848117459,0,0.4
SNK,blue marlin,0,80,pPREY2SNK2,snook,adult,adult,0,0.007367061848117459,0,0.4
FLT,blue marlin,0,83,pPREY1FLT2,flatfish,adult,juvenile,0,0.002271388034520254,0,0.224000006914139
FLT,blue marlin,0,84,pPREY2FLT2,flatfish,adult,adult,0,0.002271388034520254,0,0.224000006914139
ODF,blue marlin,0,87,pPREY1ODF2,other demersal fish,adult,juvenile,0,0.008085361496678817,0,0.4
ODF,blue marlin,0,88,pPREY2ODF2,other demersal fish,adult,adult,0,0.008085361496678817,0,0.4
SDF,blue marlin,0,91,pPREY1SDF2,small demersal fish,adult,juvenile,0,0.003930394182163162,0,0.365446835756302
SDF,blue marlin,0,92,pPREY2SDF2,small demersal fish,adult,adult,0,0.003930394182163162,0,0.365446835756302
YTN,blue marlin,0,95,pPREY1YTN2,yellowfin tuna,adult,juvenile,0,0.01685461421438765,0,0.4
YTN,blue marlin,0,96,pPREY2YTN2,yellowfin tuna,adult,adult,0,0.01685461421438765,0,0.4
BTN,blue marlin,0,99,pPREY1BTN2,bluefin tuna,adult,juvenile,0,0.02881371888640719,0,0.4
BTN,blue marlin,0,100,pPREY2BTN2,bluefin tuna,adult,adult,0,0.02881371888640719,0,0.4
LTN,blue marlin,0,103,pPREY1LTN2,little tunny,adult,juvenile,0,0.020959437043112556,0,0.4
LTN,blue marlin,0,104,pPREY2LTN2,little tunny,adult,adult,0,0.020959437043112556,0,0.4
OTN,blue marlin,0,107,pPREY1OTN2,other tuna,adult,juvenile,0,0.005317561204625147,0,0.4
OTN,blue marlin,0,108,pPREY2OTN2,other tuna,adult,adult,0,0.005317561204625147,0,0.4
SWD,blue marlin,0,111,pPREY1SWD2,swordfish,adult,juvenile,0,0.011263179046921113,0,0.5
SWD,blue marlin,0,112,pPREY2SWD2,swordfish,adult,adult,0,0.011263179046921113,0,0.5
WMR,blue marlin,0,115,pPREY1WMR2,white marlin,adult,juvenile,0,0.004781315824092191,0,0.4
WMR,blue marlin,0,116,pPREY2WMR2,white marlin,adult,adult,0,0.004781315824092191,0,0.4
BMR,blue marlin,0,119,pPREY1BMR2,blue marlin,adult,juvenile,0,0.006870783659758944,0,0.4
BMR,blue marlin,0,120,pPREY2BMR2,blue marlin,adult,adult,0,0.006870783659758944,0,0.4
BIL,blue marlin,0,123,pPREY1BIL2,other billfish,adult,juvenile,0,0.007601421123430595,0,0.4
BIL,blue marlin,0,124,pPREY2BIL2,other billfish,adult,adult,0,0.007601421123430595,0,0.4
AMB,blue marlin,0,127,pPREY1AMB2,greater amberjack,adult,juvenile,0,0.013514059397052636,0,0.400000005960464
AMB,blue marlin,0,128,pPREY2AMB2,greater amberjack,adult,adult,0,0.013514059397052636,0,0.400000005960464
JCK,blue marlin,0,131,pPREY1JCK2,jacks,adult,juvenile,0,0.00400246994695737,0,0.4
JCK,blue marlin,0,132,pPREY2JCK2,jacks,adult,adult,0,0.00400246994695737,0,0.4
KMK,blue marlin,0,135,pPREY1KMK2,king mackerel,adult,juvenile,0,0.018053418194077447,0,0.4
KMK,blue marlin,0,136,pPREY2KMK2,king mackerel,adult,adult,0,0.018053418194077447,0,0.4
SMK,blue marlin,0,139,pPREY1SMK2,spanish mackerel,adult,juvenile,0,0.009550111566070645,0,0.4
SMK,blue marlin,0,140,pPREY2SMK2,spanish mackerel,adult,adult,0,0.009550111566070645,0,0.4
SAR,blue marlin,0,143,pPREY1SAR2,spanish sardine,adult,juvenile,0,0.009175764205870195,0,0.400000005960464
SAR,blue marlin,0,144,pPREY2SAR2,spanish sardine,adult,adult,0,0.009175764205870195,0,0.400000005960464
LPL,blue marlin,0,147,pPREY1LPL2,large pelagic fish,adult,juvenile,0,0.014335129641767584,0,0.4
LPL,blue marlin,0,148,pPREY2LPL2,large pelagic fish,adult,adult,0,0.014335129641767584,0,0.4
DWF,blue marlin,0,151,pPREY1DWF2,deep water fish,adult,juvenile,0,0.001852393292477211,0,0.236013755202293
DWF,blue marlin,0,152,pPREY2DWF2,deep water fish,adult,adult,0,0.001852393292477211,0,0.236013755202293
MEN,blue marlin,0,155,pPREY1MEN2,menhaden,adult,juvenile,0,0.0020275224066261567,0,0.0851999968290329
MEN,blue marlin,0,156,pPREY2MEN2,menhaden,adult,adult,0,0.0020275224066261567,0,0.0851999968290329
PIN,blue marlin,0,159,pPREY1PIN2,pinfish,adult,juvenile,0,0.002476405269580205,0,0.312740981578827
PIN,blue marlin,0,160,pPREY2PIN2,pinfish,adult,adult,0,0.002476405269580205,0,0.312740981578827
MPL,blue marlin,0,163,pPREY1MPL2,medium pelagic fish,adult,juvenile,0,0.002782169414997465,0,0.28125
MPL,blue marlin,0,164,pPREY2MPL2,medium pelagic fish,adult,adult,0,0.002782169414997465,0,0.28125
SPL,blue marlin,0,167,pPREY1SPL2,small pelagic fish,adult,juvenile,0,0.0019389871896479357,0,0.280000001192093
SPL,blue marlin,0,168,pPREY2SPL2,small pelagic fish,adult,adult,0,0.0019389871896479357,0,0.280000001192093
TIP,blue marlin,0,171,pPREY1TIP2,blacktip shark,adult,juvenile,0,0.008938471447216472,0,0.388799995183945
TIP,blue marlin,0,172,pPREY2TIP2,blacktip shark,adult,adult,0,0.008938471447216472,0,0.388799995183945
BEN,blue marlin,0,175,pPREY1BEN2,benthic feeding sharks,adult,juvenile,0,0.007351421617162635,0,0.4
BEN,blue marlin,0,176,pPREY2BEN2,benthic feeding sharks,adult,adult,0,0.007351421617162635,0,0.4
LGS,blue marlin,0,179,pPREY1LGS2,large sharks,adult,juvenile,0,0.01310897720297144,0,0.4
LGS,blue marlin,0,180,pPREY2LGS2,large sharks,adult,adult,0,0.01310897720297144,0,0.4
FIL,blue marlin,0,183,pPREY1FIL2,filter feeding sharks,adult,juvenile,0,0.010343475244174899,0,0.400000005960464
FIL,blue marlin,0,184,pPREY2FIL2,filter feeding sharks,adult,adult,0,0.010343475244174899,0,0.400000005960464
SMS,blue marlin,0,187,pPREY1SMS2,small sharks,adult,juvenile,0,0.003926910599777132,0,0.4
SMS,blue marlin,0,188,pPREY2SMS2,small sharks,adult,adult,0,0.003926910599777132,0,0.4
RAY,blue marlin,0,191,pPREY1RAY2,skates and rays,adult,juvenile,0,0.003023520048827739,0,0.230579987168312
RAY,blue marlin,0,192,pPREY2RAY2,skates and rays,adult,adult,0,0.003023520048827739,0,0.230579987168312
BSH,blue marlin,0,195,pPREY1BSH2,brown shrimp,adult,juvenile,0,0.0021571768950158377,0,0.172799989581108
BSH,blue marlin,0,196,pPREY2BSH2,brown shrimp,adult,adult,0,0.0021571768950158377,0,0.172799989581108
WSH,blue marlin,0,199,pPREY1WSH2,white shrimp,adult,juvenile,0,0.0034963042677662345,0,0.1
WSH,blue marlin,0,200,pPREY2WSH2,white shrimp,adult,adult,0,0.0034963042677662345,0,0.1
PSH,blue marlin,0,203,pPREY1PSH2,pink shrimp,adult,juvenile,0,0.003969511464712663,0,0.1
PSH,blue marlin,0,204,pPREY2PSH2,pink shrimp,adult,adult,0,0.003969511464712663,0,0.1
OSH,blue marlin,0,207,pPREY1OSH2,other shrimp,adult,juvenile,0,0.0024655542383202438,0,0.112499997019768
OSH,blue marlin,0,208,pPREY2OSH2,other shrimp,adult,adult,0,0.0024655542383202438,0,0.112499997019768
DBR,blue marlin,0,211,pPREY1DBR2,diving birds,adult,juvenile,0,0.009878776333380692,0,0.4
DBR,blue marlin,0,212,pPREY2DBR2,diving birds,adult,adult,0.00117434875573963,0.009878776333380692,0,0.4
SBR,blue marlin,0,215,pPREY1SBR2,surface feeding birds,adult,juvenile,0,0.005177204055484092,0,0.389697760343552
SBR,blue marlin,0,216,pPREY2SBR2,surface feeding birds,adult,adult,7.70658061810536e-6,0.005177204055484092,0,0.389697760343552
MAN,blue marlin,0,219,pPREY1MAN2,manatee,adult,juvenile,0,0.007074468188294935,0,0.200000002980232
MAN,blue marlin,0,220,pPREY2MAN2,manatee,adult,adult,0,0.007074468188294935,0,0.200000002980232
MYS,blue marlin,0,223,pPREY1MYS2,mysticeti,adult,juvenile,0,0.005533542707035106,0,0.300000011920929
MYS,blue marlin,0,224,pPREY2MYS2,mysticeti,adult,adult,0,0.005533542707035106,0,0.300000011920929
DOL,blue marlin,0,227,pPREY1DOL2,dolphins and porpoises,adult,juvenile,0,0.009733429139218158,0,0.4
DOL,blue marlin,0,228,pPREY2DOL2,dolphins and porpoises,adult,adult,2.16000009545247e-10,0.009733429139218158,0,0.4
DDO,blue marlin,0,231,pPREY1DDO2,deep diving odontocetae,adult,juvenile,0,0.0037324546547922374,0,0.4
DDO,blue marlin,0,232,pPREY2DDO2,deep diving odontocetae,adult,adult,0,0.0037324546547922374,0,0.4
LOG,blue marlin,0,235,pPREY1LOG2,loggerhead,adult,juvenile,0,0.003658857819202318,0,0.300000011920929
LOG,blue marlin,0,236,pPREY2LOG2,loggerhead,adult,adult,0,0.003658857819202318,0,0.300000011920929
KMP,blue marlin,0,239,pPREY1KMP2,kemps ridley,adult,juvenile,0,5.953013685133881e-4,0,0.0566999986767769
KMP,blue marlin,0,240,pPREY2KMP2,kemps ridley,adult,adult,0,5.953013685133881e-4,0,0.0566999986767769
TUR,blue marlin,0,243,pPREY1TUR2,other turtles,adult,juvenile,0,4.411527851192898e-4,0,0.0599999986588955
TUR,blue marlin,0,244,pPREY2TUR2,other turtles,adult,adult,0,4.411527851192898e-4,0,0.0599999986588955
BCR,blue marlin,NA,245,pPREYBCR,blue crab,adult,adult,0,0.002295565226320898,0,0.150000005960464
SCR,blue marlin,NA,246,pPREYSCR,stone crab,adult,adult,0,0.0020881184135301393,0,0.150000005960464
LOB,blue marlin,NA,247,pPREYLOB,crabs and lobsters,adult,adult,0,0.001657533214045498,0,0.0999249964952469
SPG,blue marlin,NA,248,pPREYSPG,sponges,adult,adult,0,9.08520298829489e-4,0,0.0399999991059303
CMB,blue marlin,NA,249,pPREYCMB,carnivorous macrobenthos,adult,adult,0,0.004676787743242909,0,0.200000002980232
INF,blue marlin,NA,250,pPREYINF,infaunal meiobenthos,adult,adult,0,0.002579532363291959,0,0.0799999982118607
ECH,blue marlin,NA,251,pPREYECH,herbivorous echinoderms,adult,adult,0,0.0010627659779674909,0,0.0998999997973442
OYS,blue marlin,NA,252,pPREYOYS,oysters,adult,adult,0,0.006436383033012147,0,0.200000002980232
BIV,blue marlin,NA,253,pPREYBIV,bivalves,adult,adult,0,0.0012937297582347942,0,0.0799999982118607
SES,blue marlin,NA,254,pPREYSES,sessile filter feeders,adult,adult,0,0.005372553229925808,0,0.200000002980232
DIN,blue marlin,NA,255,pPREYDIN,toxic dinoflagellates,adult,adult,0,2.3829788180127554e-5,0,0.0020000000949949
PRO,blue marlin,NA,256,pPREYPRO,protists,adult,adult,0,0.002010751643604801,0,0.0900000035762787
JEL,blue marlin,NA,257,pPREYJEL,jellyfish,adult,adult,0,1.387437564816487e-4,0,0.00999999977648258
SQU,blue marlin,NA,258,pPREYSQU,squid,adult,adult,0,1.4590045021794465e-4,0,0.00999999977648258
LZP,blue marlin,NA,259,pPREYLZP,large zooplankton,adult,adult,0,9.74596101817648e-4,0,0.0900000035762787
SZP,blue marlin,NA,260,pPREYSZP,small zooplankton,adult,adult,0,9.896772721736259e-4,0,0.0900000035762787
PB,blue marlin,NA,261,pPREYPB,bacteria,adult,adult,0,0.0011399952344117704,0,0.0999950021505356
BB,blue marlin,NA,262,pPREYBB,sediment bacteria,adult,adult,0,0.0012020803408378559,0,0.0999950021505356
GAG,other billfish,0,3,pPREY1GAG2,gag grouper,adult,juvenile,0,0.012548732114075735,0,0.4
GAG,other billfish,0,4,pPREY2GAG2,gag grouper,adult,adult,0,0.012548732114075735,0,0.4
RGR,other billfish,0,7,pPREY1RGR2,red grouper,adult,juvenile,0,0.020951561032141512,0,0.4
RGR,other billfish,0,8,pPREY2RGR2,red grouper,adult,adult,0,0.020951561032141512,0,0.4
SCM,other billfish,0,11,pPREY1SCM2,scamp,adult,juvenile,0,0.02494856582037302,0,0.4
SCM,other billfish,0,12,pPREY2SCM2,scamp,adult,adult,0,0.02494856582037302,0,0.4
SSR,other billfish,35100.00052386087,15,pPREY1SSR2,shallow serranidae,adult,juvenile,2.27448006626219e-4,0.006225914857619887,0,0.277136623859406
SSR,other billfish,35100.00052386087,16,pPREY2SSR2,shallow serranidae,adult,adult,6.48000009206839e-9,0.006225914857619887,0,0.277136623859406
DSR,other billfish,1041.666562253239,19,pPREY1DSR2,deep serranidae,adult,juvenile,0.0252000000327826,0.02321533464012054,0,0.4
DSR,other billfish,1041.666562253239,20,pPREY2DSR2,deep serranidae,adult,adult,2.41920024564024e-5,0.02321533464012054,0,0.4
RSN,other billfish,11699.997918665675,23,pPREY1RSN2,red snapper,adult,juvenile,0.00454895989969373,0.00973902701397473,0,0.4
RSN,other billfish,11699.997918665675,24,pPREY2RSN2,red snapper,adult,adult,3.88800060591166e-7,0.00973902701397473,0,0.4
VSN,other billfish,11699.999451473244,27,pPREY1VSN2,vermilion snapper,adult,juvenile,0.0371498428285122,0.008080765895336316,0,0.318937480449677
VSN,other billfish,11699.999451473244,28,pPREY2VSN2,vermilion snapper,adult,adult,3.17520039061492e-6,0.008080765895336316,0,0.318937480449677
LUT,other billfish,0,31,pPREY1LUT2,lutjanidae,adult,juvenile,0,0.00893843303524281,0,0.4
LUT,other billfish,0,32,pPREY2LUT2,lutjanidae,adult,adult,0,0.00893843303524281,0,0.4
BIO,other billfish,0,35,pPREY1BIO2,bioeroding fish,adult,juvenile,0,0.001325245355329917,0,0.0839999988675117
BIO,other billfish,0,36,pPREY2BIO2,bioeroding fish,adult,adult,0,0.001325245355329917,0,0.0839999988675117
LRF,other billfish,0,39,pPREY1LRF2,large reef fish,adult,juvenile,0,0.005350835054222534,0,0.4
LRF,other billfish,0,40,pPREY2LRF2,large reef fish,adult,adult,0,0.005350835054222534,0,0.4
SRF,other billfish,0,43,pPREY1SRF2,small reef fish,adult,juvenile,0,0.010959125060162622,0,0.4
SRF,other billfish,0,44,pPREY2SRF2,small reef fish,adult,adult,0,0.010959125060162622,0,0.4
BDR,other billfish,0,47,pPREY1BDR2,black drum,adult,juvenile,0,0.005177249600295398,0,0.4
BDR,other billfish,0,48,pPREY2BDR2,black drum,adult,adult,0,0.005177249600295398,0,0.4
RDR,other billfish,11700.032897046427,51,pPREY1RDR2,red drum,adult,juvenile,0.00148857617750764,0.0172068160219246,0,0.4
RDR,other billfish,11700.032897046427,52,pPREY2RDR2,red drum,adult,adult,1.27228375390587e-7,0.0172068160219246,0,0.4
SEA,other billfish,0,55,pPREY1SEA2,seatrout,adult,juvenile,0,0.006731622274894689,0,0.4
SEA,other billfish,0,56,pPREY2SEA2,seatrout,adult,adult,0,0.006731622274894689,0,0.4
SCI,other billfish,0,59,pPREY1SCI2,sciaenidae,adult,juvenile,0,0.002335373208255513,0,0.151779532432556
SCI,other billfish,0,60,pPREY2SCI2,sciaenidae,adult,adult,0,0.002335373208255513,0,0.151779532432556
LDY,other billfish,0,63,pPREY1LDY2,ladyfish,adult,juvenile,0,0.0040466363210868595,0,0.4
LDY,other billfish,0,64,pPREY2LDY2,ladyfish,adult,adult,0,0.0040466363210868595,0,0.4
MUL,other billfish,0,67,pPREY1MUL2,mullets,adult,juvenile,0,7.996890624515312e-4,0,0.0461493879556656
MUL,other billfish,0,68,pPREY2MUL2,mullets,adult,adult,0,7.996890624515312e-4,0,0.0461493879556656
POM,other billfish,0,71,pPREY1POM2,pompano,adult,juvenile,0,0.0010691412281520572,0,0.0464877001941204
POM,other billfish,0,72,pPREY2POM2,pompano,adult,adult,0,0.0010691412281520572,0,0.0464877001941204
SHP,other billfish,0,75,pPREY1SHP2,sheepshead,adult,juvenile,0,0.0018429323240923589,0,0.280000001192093
SHP,other billfish,0,76,pPREY2SHP2,sheepshead,adult,adult,0,0.0018429323240923589,0,0.280000001192093
SNK,other billfish,0,79,pPREY1SNK2,snook,adult,juvenile,0,0.007367061848117459,0,0.4
SNK,other billfish,0,80,pPREY2SNK2,snook,adult,adult,0,0.007367061848117459,0,0.4
FLT,other billfish,0,83,pPREY1FLT2,flatfish,adult,juvenile,0,0.002271388034520254,0,0.224000006914139
FLT,other billfish,0,84,pPREY2FLT2,flatfish,adult,adult,0,0.002271388034520254,0,0.224000006914139
ODF,other billfish,0,87,pPREY1ODF2,other demersal fish,adult,juvenile,0,0.008085361496678817,0,0.4
ODF,other billfish,0,88,pPREY2ODF2,other demersal fish,adult,adult,0,0.008085361496678817,0,0.4
SDF,other billfish,0,91,pPREY1SDF2,small demersal fish,adult,juvenile,0,0.003930394182163162,0,0.365446835756302
SDF,other billfish,0,92,pPREY2SDF2,small demersal fish,adult,adult,0,0.003930394182163162,0,0.365446835756302
YTN,other billfish,0,95,pPREY1YTN2,yellowfin tuna,adult,juvenile,0,0.01685461421438765,0,0.4
YTN,other billfish,0,96,pPREY2YTN2,yellowfin tuna,adult,adult,0,0.01685461421438765,0,0.4
BTN,other billfish,0,99,pPREY1BTN2,bluefin tuna,adult,juvenile,0,0.02881371888640719,0,0.4
BTN,other billfish,0,100,pPREY2BTN2,bluefin tuna,adult,adult,0,0.02881371888640719,0,0.4
LTN,other billfish,0,103,pPREY1LTN2,little tunny,adult,juvenile,0,0.020959437043112556,0,0.4
LTN,other billfish,0,104,pPREY2LTN2,little tunny,adult,adult,0,0.020959437043112556,0,0.4
OTN,other billfish,0,107,pPREY1OTN2,other tuna,adult,juvenile,0,0.005317561204625147,0,0.4
OTN,other billfish,0,108,pPREY2OTN2,other tuna,adult,adult,0,0.005317561204625147,0,0.4
SWD,other billfish,0,111,pPREY1SWD2,swordfish,adult,juvenile,0,0.011263179046921113,0,0.5
SWD,other billfish,0,112,pPREY2SWD2,swordfish,adult,adult,0,0.011263179046921113,0,0.5
WMR,other billfish,0,115,pPREY1WMR2,white marlin,adult,juvenile,0,0.004781315824092191,0,0.4
WMR,other billfish,0,116,pPREY2WMR2,white marlin,adult,adult,0,0.004781315824092191,0,0.4
BMR,other billfish,0,119,pPREY1BMR2,blue marlin,adult,juvenile,0,0.006870783659758944,0,0.4
BMR,other billfish,0,120,pPREY2BMR2,blue marlin,adult,adult,0,0.006870783659758944,0,0.4
BIL,other billfish,0,123,pPREY1BIL2,other billfish,adult,juvenile,0,0.007601421123430595,0,0.4
BIL,other billfish,0,124,pPREY2BIL2,other billfish,adult,adult,0,0.007601421123430595,0,0.4
AMB,other billfish,0,127,pPREY1AMB2,greater amberjack,adult,juvenile,0,0.013514059397052636,0,0.400000005960464
AMB,other billfish,0,128,pPREY2AMB2,greater amberjack,adult,adult,0,0.013514059397052636,0,0.400000005960464
JCK,other billfish,0,131,pPREY1JCK2,jacks,adult,juvenile,0,0.00400246994695737,0,0.4
JCK,other billfish,0,132,pPREY2JCK2,jacks,adult,adult,0,0.00400246994695737,0,0.4
KMK,other billfish,0,135,pPREY1KMK2,king mackerel,adult,juvenile,0,0.018053418194077447,0,0.4
KMK,other billfish,0,136,pPREY2KMK2,king mackerel,adult,adult,0,0.018053418194077447,0,0.4
SMK,other billfish,0,139,pPREY1SMK2,spanish mackerel,adult,juvenile,0,0.009550111566070645,0,0.4
SMK,other billfish,0,140,pPREY2SMK2,spanish mackerel,adult,adult,0,0.009550111566070645,0,0.4
SAR,other billfish,0,143,pPREY1SAR2,spanish sardine,adult,juvenile,0,0.009175764205870195,0,0.400000005960464
SAR,other billfish,0,144,pPREY2SAR2,spanish sardine,adult,adult,0,0.009175764205870195,0,0.400000005960464
LPL,other billfish,23.399999977721578,147,pPREY1LPL2,large pelagic fish,adult,juvenile,1.9105632964056e-4,0.014335129641767584,0,0.4
LPL,other billfish,23.399999977721578,148,pPREY2LPL2,large pelagic fish,adult,adult,8.1648004197632e-6,0.014335129641767584,0,0.4
DWF,other billfish,0,151,pPREY1DWF2,deep water fish,adult,juvenile,0,0.001852393292477211,0,0.236013755202293
DWF,other billfish,0,152,pPREY2DWF2,deep water fish,adult,adult,0,0.001852393292477211,0,0.236013755202293
